name,par,href,summary,goals,prerequisites
support vector machine,Machine Learning,https://metacademy.org/graphs/concepts/support_vector_machine,"The support vector machine (SVM) is a classification algorithm which tries to fit a hyperplane which maximizes the margin, or the smallest distance separating an example from the decision boundary. The main advantage is that SVMs can be kernelized, allowing them to represent complex nonlinear decision boundaries. Conveniently, the kernelized representation only requires explicitly computing kernels with a small fraction of the data points.",,"binary linear classifiers,convex optimization"
support vector regression,Machine Learning,https://metacademy.org/graphs/concepts/support_vector_regression,"Support vector regression is an analogue of the support vector machine (SVM) which is used for regression rather than classification. The loss function is hinge loss, which ignores small errors and penalizes errors linearly beyond some margin. Like with SVMs, the main selling point is the ability to represent complex nonlinear decision boundaries in terms of kernels with a small number of training examples.",,"support vector machine,linear regression,SVM optimality conditions"
surface integrals,Multivariate Calculus,https://metacademy.org/graphs/concepts/surface_integrals,"A surface integral is the integral of a function over a surface. Important cases include surface area and flux, where the function is the dot product of the surface normal with a vector field.","Know the definition of a surface integral in three dimensions.. Be able to integrate a function over a surface in three dimensions.. As a special case, be able to compute surface area.. Be able to compute the flux across a surface in three dimensions.. Derive the formula for a surface integral for a surface given as z = f(x, y).","vector fields,multiple integrals,cross product,dot product,partial derivatives"
SVM optimality conditions,Machine Learning,https://metacademy.org/graphs/concepts/svm_optimality_conditions,"Using Lagrange duality, we can formulate a set of conditions that characterize the optimal solution to the SVM objective. These conditions show that the weight vector is a linear combination of a (hopefully small) subset of the training points, those for which the margin constraint is tight.",,"support vector machine,Lagrange duality,KKT conditions"
SVM vs. logistic regression,Machine Learning,https://metacademy.org/graphs/concepts/svm_vs_logistic_regression,"Logistic regression and SVMs are closely related algorithms, even though this isn't obvious from the usual presentation. In particular, the loss functions are very similar, and linear SVMs and logistic regression can often be substituted for one another without a big difference in performance.",,"support vector machine,logistic regression"
Swedsen-Wang algorithm,Probabilistic Graphical Models,https://metacademy.org/graphs/concepts/swedsen_wang,"The Swedsen-Wang algorithm is an MCMC algorithm for sampling from Ising models. It is an auxiliary variable model, where we define a set of ""bond"" variables which determine which states are coupled, and we alternate between sampling the states and the bond variables. It mixes much faster than Gibbs sampling in models where the variables are tightly coupled.",Know the steps of the Swedsen-Wang algorithm. Know that it can be seen as MCMC in an auxiliary variable model. Why does it improve on naive Gibbs sampling when the variables are tightly coupled?,"Gibbs sampling,Markov random fields"
symplectic manifolds,Differential Geometry,https://metacademy.org/graphs/concepts/symplectic_manifolds,"A symplectic manifold is a (differentiable) manifold endowed with a symplectic structure, or a closed, nondegenerate 2-form. The cotangent bundle of a manifold can be given a natural symplectic structure.","Know the definition of a symplectic manifold. Define the canonical symplectic structure on the cotangent bundle. Be aware of Darboux's Theorem, which shows that any symplectic manifold can be written in a standard form (the ""Darboux coordinates"")","cotangent bundle,differential forms,exterior derivative,bases,orthogonal subspaces"
tangent bundle,Differential Geometry,https://metacademy.org/graphs/concepts/tangent_bundle,"The tangent bundle of a differentiable manifold is the collection of tangent spaces at all points of the manifold. There are several equivalent definitions of tangent vectors, the elements of tangent spaces: directional derivatives, vectors in coordinate charts, and equivalence classes of curves. Pushforward is an operation which carries tangent vectors over a map between manifolds.","Define tangent vectors as directional derivative operators, and show that this constitutes a vector space.. Define tangent vectors in terms of coordinate vectors in a coordinate chart.. Define tangent vectors as equivalence classes of curves. Understand why these three definitions are equivalent, and be able to convert between the corresponding representations. Understand why the partial derivative operators in a coordinate chart give a basis for the tangent space, and be able to compute the coefficients of a vector in this basis. Know what the pushforward operator is, and be able to compute it given the coordinate representations of maps and vectors. Be able to convert between different coordinate representations of tangent vectors. Know what the tangent bundle refers to, and what structure it provides beyond simply an unrelated collection of tangent spaces. Be familiar with tangent bundle notation and terminology (e.g. base space, projection map, fibre). Define what it means for a vector field on a manifold to be smooth","differentiable manifolds,differentiable maps between manifolds,vector spaces,linear approximation,partial derivatives,bases,Chain Rule,change of basis,topology of R^n"
tangent propagation,Machine Learning,https://metacademy.org/graphs/concepts/tangent_propagation,Tangent propagation is a way of regularizing neural nets. It encourages the representation to be invariant by penalizing large changes in the representation when small transformations are applied to the inputs.,,"backpropagation,learning invariances in neural nets"
tensor fields on manifolds,Differential Geometry,https://metacademy.org/graphs/concepts/tensor_fields_on_manifolds,"A tensor field on a manifold M assigns to each point p of M a tensor defined on the tangent space at p. Important examples of tensor fields include covector fields, Riemannian metrics, differential forms, and symplectic forms.","Define tensor field and understand why it is a generalization of covector fields. Be able to compute the coordinate representation of a tensor field given a coordinate chart. Be able to compute the pullback of a tensor field. Be able to convert the coordinate representation of a tensor field to a different coordinate chart. Define contravariant tensor field, and understand why a vector field can be regarded as one","cotangent bundle,tangent bundle,tensors,bases,change of basis,differentiable maps between manifolds"
topological sort,Data Structures & Algorithms,https://metacademy.org/graphs/concepts/topological_sort,"A topological sort is an ordering of the nodes in a directed acyclic graph (DAG) such that if there is an edge A -> B in the graph, then A comes before B in the ordering. This can be used to determine a sequence of jobs which respects a prerequisite graph. The learning plans in Metacademy are generated using a topological sort.",Know what a directed acyclic graph is. Know what a topological sort is. Know how a topological sort can be computed using depth-first search. Prove the correctness and analyze the running time of this algorithm,"depth-first search,graph representations"
topology of R^n,Uncategorized,https://metacademy.org/graphs/concepts/topology_of_rn,"This node covers basic concepts of point set topology, such as limit points and open and closed sets.","Know some important definitions: ball, open interval, closed interval, convergent sequence, open set, closed set, closure. Show that the complement of an open set is closed, and vice versa",vectors
transformation method,Probability Theory,https://metacademy.org/graphs/concepts/transformation_method,The transformation method is a way of sampling from univariate probability distributions by sampling a uniform random variable and inverting the CDF.,Know what the transformation method is. Understand why it works,"cumulative distribution function,Monte Carlo estimation"
tree (data structure),"Data Structures & Algorithms,Programming",https://metacademy.org/graphs/concepts/tree_data_structure,"A tree is one of the fundamental data structures in computer science. It consists of a set of nodes, each of which may have pointers to one or more child nodes. Binary trees are an important special case.","Know some terminology: node, edge, child node, parent node, leaf, internal node, root node, height. Know the difference between preorder, postorder and in-order traversal. Given a tree structure, be able to implement any of the traversal algorithms","C pointers,recursion (programming)"
trie (data structure),"Data Structures & Algorithms,Programming",https://metacademy.org/graphs/concepts/trie_data_structure,"A trie (pronounced ""try"") is a data structure which indexes strings by their prefixes. It can be used to efficiently implement autocomplete.","Know what a trie is and what invariants it maintains. Be able to implement insertion, deletion, and search operations. Be able to return the set of stored strings with a given prefix",binary search trees
truncated Newton,Optimization,https://metacademy.org/graphs/concepts/truncated_newton,"The truncated Newton method (also called inexact Newton, or Newton-CG), is a quasi-Newton optimization method. It works by approximately solving the Newton system in each iteration using a small number of conjugate gradient steps. It is memory efficient, as it can be implemented with implicit Hessian-vector products without having to construct the full Hessian matrix.","Know what the truncated Newton method is. What are the pitfalls of running too many or too few CG steps in each update?. Know of at least one method for computing Hessian-vector products (e.g. finite differences, automatic differentiation). Why is preconditioning important for good performance? (In particular, is it needed for the Newton or the CG aspect of the algorithm?)","preconditioned conjugate gradient,conjugate gradient,Newtons method (optimization)"
trust regions,Optimization,https://metacademy.org/graphs/concepts/trust_regions,"Trust region methods are a way of damping the updates in second-order optimization algorithms, based on the intuition that the curvature information is untrustworthy outside of a certain radius from the current point. They work by (perhaps approximately) minimizing the quadratic objective function subject to a norm constraint.",Know the optimization problem defined by the idealized trust region method. Derive the optimality conditions for this optimization problem. Know of a heuristic for adapting the radius of the trust region. Know at least one method for approximately solving the trust region optimization problem,"Newtons method (optimization),Lagrange multipliers"
Turing machines,"Logic,Theory of Computation",https://metacademy.org/graphs/concepts/turing_machines,"Turing machines are a simple theoretical model of computation involving a head which reads and writes symbols on a tape. Despite its simplicity, if the Church-Turing Thesis is true, then anything which can be computed, can be computed by a Turing machine. They are a fundamental construct in reasoning about the limits of computation.",Define a Turing machine. Be able to write Turing machines to solve simple problems. Be aware of universal Turing machines. Be aware of the Church-Turing thesis,
ultraproduct,"Logic,Set Theory",https://metacademy.org/graphs/concepts/ultraproduct,"The ultraproduct is an operation which combines a set of first-order structures into a single structure, in a way that respects the semantics of the individuals structures. This construction is used to give a purely semantic proof of the Compactness Theorem for first-order logic. It also gives a method for constructing non-standard models of first-order theories such as Peano arithmetic.","Define the ultraproduct of a set of first-order structures. Know the Fundamental Theorem of Ultraproducts, which shows that the ultraproduct construction is consistent. Prove the Fundamental Theorem of Ultraproducts. Using the ultraproduct construction, prove the Compactness Theorem of first-order logic.","semantics of first-order logic,equivalence relations,ultrafilters,structural induction,countable sets"
undefinability of truth,Logic,https://metacademy.org/graphs/concepts/undefinability_of_truth,"Tarski's Theorem states that no first-order logical theory has a predicate defining the Godel numbers of statements which are true of the natural numbers. In other words, a first-order theory which includes arithmetic can't define its own truth predicate. This is a fundamental limitation on mathematics, because it implies no formal system is powerful enough to define its own semantics.",Know the statement of Tarski's Theorem and why this implies a formal language can't define its own truth predicate. Prove Tarski's Theorem,"semantics of first-order logic,Godel numbering,representability in arithmetic"
uninformative priors,Bayesian Statistics,https://metacademy.org/graphs/concepts/uninformative_priors,"In Bayesian parameter estimation, uninformative priors are a way of making minimal assumptions about the model. They are commonly chosen to be invariant to certain transformations, such as translation or scaling. While uninformative priors are often improper, they can still lead to proper posterior distributions, and thereby be usable in posterior inference.",Know what uninformative priors are and why we care about them. Give an example where the uniform distribution is not a good uninformative prior. Be able to choose uninformative priors based on invariance arguments. Know what improper priors are and why they often still produce normalizable posteriors. Know what are good uninformative priors for location and scale parameters,"Bayesian parameter estimation,Gaussian distribution,gamma distribution"
uninformed search,Symbolic AI,https://metacademy.org/graphs/concepts/uninformed_search,"Uninformed search refers to a class of highly generic search strategies which use no problem-specific structure (other than the ability to generate successor states and evaluate costs and goal conditions). Examples include depth-first, breadth-first, and uniform cost search. These algorithms aren't very effective for complex tasks, but they're good enough for some small problems.","Know the distinction between informed and uninformed search. Know some terminology: search tree, search node, expand, fringe. Know what the search tree represents, i.e. what the nodes and edges correspond to. Know what the branching factor refers to and why it's a rough measure of problem complexity. Know what breadth-first, uniform-cost, and depth-first search refer to. Be able to implement these algorithms. Analyze the complexity of these algorithms as a function of the branching factor and the search depth. Understand the tradeoffs between these algorithms in terms of time, space, and optimality","search problems,depth-first search,breadth-first search,heap (data structure),recursive backtracking,asymptotic complexity"
unions of events,Probability Theory,https://metacademy.org/graphs/concepts/unions_of_events,It is possible to compute or bound the probability of a union of two events in terms of the probabilities of each one separately and of their intersection. The formula can be generalized to unions of more than two events.,Know the general formula for the probability of a union of events (not necessarily independent). Derive this formula from the probability axioms. Know that the probability of a union of events is bounded by the sum of the probabilities (this is a surprisingly useful fact!),probability
unit testing,Programming,https://metacademy.org/graphs/concepts/unit_testing,"In programming, a unit test is a test of a single function or data type in isolation from the rest of the system. Most modern high-level programming languages have unit testing frameworks which allow large numbers of unit tests to be run quickly and automatically.","Know what unit testing refers to (e.g. in contrast with integration testing and regression testing). Understand why it's advantageous for unit tests to be fast and to test only a single behavior. Be able to design unit tests based on the specification of a procedure. Be able to use the unit testing framework for a programming language such as Java, Python, or Ruby. Know what test-driven development refers to, and why it can be beneficial (compared to writing tests at the very end). Know what code coverage refers to and why it's important, and know of a tool for measuring it. Know the distinction between black box testing and glass box testing, and why each can be advantageous",specifications (programming)
unitary matrices,Linear Algebra,https://metacademy.org/graphs/concepts/unitary_matrices,Unitary matrices are the complex analogues of orthogonal matrices.,Know the definition of a unitary matrix. Understand how they are the complex analogue of orthogonal matrices. Show that multiplication by unitary matrices preserves the norm of a complex vector. Characterize unitary matrices in terms of their eigendecomposition,"eigenvalues and eigenvectors,orthonormal bases,complex vectors and matrices"
unsupervised pre-training,Machine Learning,https://metacademy.org/graphs/concepts/unsupervised_pre_training,"Training deep feed-forward neural networks can be difficult because of local optima in the objective function and because complex models are prone to overfitting. Unsupervised pre-training initializes a discriminative neural net from one which was trained using an unsupervised criterion, such as a deep belief network or a deep autoencoder. This method can sometimes help with both the optimization and the overfitting issues.",Understand why training a deep neural network discriminatively with backpropagation is difficult.. Know how a DBN (or a deep autoencoder) can be converted to a discriminative neural net.. Understand the justifications of generative pre-training: that it is supposed to find better local optima and prevent overfitting.\nWhat evidence supports these claims?,"feed-forward neural nets,deep belief networks,backpropagation"
value iteration,Reinforcement Learning,https://metacademy.org/graphs/concepts/value_iteration,"Value iteration is a recursive algorithm for computing the value function, and in turn the optimal policy, for a Markov decision process.",,"Markov decision process (MDP),Bellman equations"
variable elimination,Probabilistic Graphical Models,https://metacademy.org/graphs/concepts/variable_elimination,"Variable elimination is a simple algorithm for marginalization and partition function computation in graphical models. It is based on interchanging sums and products in the definitions of marginals or partition functions. While it produces exact answers, the complexity blows up exponentially in the worst case.",Does the order of elimination matter for directed graphical models? Undirected graphical models?. Is it usually necessary to keep track of the partition function when performing variable elimination in an undirected graphical model?,"Markov random fields,Bayesian networks"
variational Bayes,"Bayesian Statistics,Machine Learning,Probabilistic Graphical Models",https://metacademy.org/graphs/concepts/variational_bayes,"Bayesian parameter estimation often results in an intractable posterior over model parameters. Variational Bayes is an application of variational inference (in particular, mean field) to approximating the marginals over parameters as well as the marginal likelihood.",,"Bayesian parameter estimation,Bayesian model comparison,mean field approximation"
variational Bayes EM,Machine Learning,https://metacademy.org/graphs/concepts/variational_bayes_em,"Variational Bayes EM is the application of variational Bayes to latent variable models. In the approximating distribution, the latent variables and parameters are independent, and often there are additional variational approximations within either the latent variables or the parameters.",Know what objective function variational Bayes EM is optimizing. Be able to derive the update rules for the parameters and latent variables in a given probabilistic model. Why does the variational objective give a lower bound on the marginal likelihood?,"variational interpretation of EM,variational Bayes,Expectation-Maximization algorithm"
variational inference,"Bayesian Statistics,Machine Learning,Probabilistic Graphical Models",https://metacademy.org/graphs/concepts/variational_inference,"In most probabilistic models of interest, it's intractable to compute posterior marginals and/or normalizing constants exactly. Variational inference is a framework for approximating both. Variational inference treats inference as an optimization problem: we're trying to find a distribution (or a representation resembling a distribution) which is as close as possible to the true posterior, according to some measure.",,"multivariate distributions,KL divergence,entropy,Lagrange multipliers"
variational inference and exponential families,"Bayesian Statistics,Machine Learning,Probabilistic Graphical Models",https://metacademy.org/graphs/concepts/variational_exponential_family,Variational inference algorithms based on mean field turn out to have especially nice forms in exponential family models with appropriate conjugate structure.,,"mean field approximation,exponential families"
variational interpretation of EM,Probabilistic Graphical Models,https://metacademy.org/graphs/concepts/em_variational_interpretation,The expectation-maximization (EM) algorithm can be interpreted as a coordinate ascent procedure which optimizes a variational lower bound on the likelihood function. This connects it with variational inference algorithms and justifies various generalizations and approximations to the algorithm.,Show that each step of EM increases a lower bound on the likelihood. Why is the bound tight after each E step in a mixture model?,"Jensens inequality,maximum likelihood,KL divergence,Expectation-Maximization algorithm,optimization problems"
variational linear regression,Machine Learning,https://metacademy.org/graphs/concepts/variational_linear_regression,Variational linear regression is an illustrative example of variational Bayes.,Derive the variational update rules and the lower bound on the marginal likelihood,"Bayesian linear regression,variational Bayes"
variational logistic regression,Machine Learning,https://metacademy.org/graphs/concepts/variational_logistic_regression,"Variational logistic regression is an illustrative example of variational Bayes. It illustrates the use of a local variational approximation, in particular the Gaussian lower bound on the sigmoid function.",Know about the Gaussian lower bound on the sigmoid function. Derive the update rules and the lower bound on the marginal likelihood,"Bayesian logistic regression,variational Bayes"
variational mixture of Gaussians,Machine Learning,https://metacademy.org/graphs/concepts/variational_mixture_of_gaussians,"Variational Bayes EM can be applied to fitting a mixture of Gaussians model. Unlike standard mixture of Gaussians fit with EM, the variational algorithm automatically controls the model complexity and yields a lower bound on the marginal likelihood.",,"variational Bayes,mixture of Gaussians models,Bayesian parameter estimation: multivariate Gaussians,Bayesian parameter estimation: multinomial distribution"
VC dimension,"Frequentist Statistics,Machine Learning",https://metacademy.org/graphs/concepts/vc_dimension,"In statistical learning theory, VC dimension is a measure of the complexity of a continuous hypothesis class (such as linear classifiers). While it often corresponds to the number of parameters in a model, this isn't always the case. There is a general bound on the generalization error of a classifier in terms of its error on a training set and its VC dimension.",Know the definition of VC dimension.. What is the VC dimension of a linear classifier in D dimensions?. Give an example of a hypothesis class whose VC dimension is different from the number of parameters. (Hint: you can find one with a single parameter but infinite VC dimension.),binary linear classifiers
vector fields,Multivariate Calculus,https://metacademy.org/graphs/concepts/vector_fields,"A vector field is a function associating a vector with each point. Common examples include flow fields, force fields, and gradients of functions.","Understand what a vector field is. Know some common examples (gradients of functions, force fields, velocity fields). Be able to visualize vector fields graphically","functions of several variables,vectors"
vector spaces,Linear Algebra,https://metacademy.org/graphs/concepts/vector_spaces,"Vector spaces are spaces which are closed under addition and scalar multiplication. Examples include vectors, matrices, polynomials, and functions. Many core concepts of linear algebra, such as linear independence, bases, and dimension, are defined for general vector spaces.","Know what properties a vector space must satisfy. Know some important examples of vector spaces (e.g. vectors, matrices, polynomials, functions). Show that vector spaces have a unique additive identity and unique additive inverses",vectors
vectors,"Linear Algebra,Multivariate Calculus",https://metacademy.org/graphs/concepts/vectors,"A vector is is a fundamental mathematical structure that is characterized by both a direction (ordering) and a magnitude. For instance, wind has both a direction (North, South-West, etc) and a magnitude (10 km/hour) and could be represented as a vector (10 km/hour South-West). A point in Euclidean space is often represented as a vector of its coordinates and is the most common type of vector encountered. More generally, a vector is an element of a vector space -- a set that is closed under scalar multiplication and vector addition. [additional note: a vector is a very general entity that takes on many forms depending on its context, for instance, in certain vector spaces a vector could be a function such as f(x) = sin(x)]","Be able to compute various operations on vectors: addition, scalar multiplication, and linear combination. Be familiar with the geometric representation of vectors as points and arrows. Know the definition of the span of a set of vectors, and its geometric interpretation in terms of lines and planes",
Viterbi algorithm,"Machine Learning,Probabilistic Graphical Models",https://metacademy.org/graphs/concepts/viterbi_algorithm,The Viterbi algorithm is an algorithm for finding the most likely state sequence in the posterior for an HMM. It is based on dynamic programming and has linear time complexity in the length of the sequence.,Know the statement of the Viterbi algorithm. Understand why it is correct. Be familiar with the trellis representation of the algorithm. Analyze the computational complexity. In what situations might the marginals and the MAP solution be quite different?,"hidden Markov models,forward-backward algorithm"
weak law of large numbers,Probability Theory,https://metacademy.org/graphs/concepts/weak_law_of_large_numbers,"Roughly, the laws of large numbers state that if a random variable is sampled many times, the average of all the values approaches the expectation. In particular, the weak law states that the probability of the average of n trials differing by more than some value epsilon goes to zero as n goes to infinity. Unlike the strong law, it only requires that the variables be uncorrelated, not necessarily independent.",Know the definition of convergence in probability. Know the statement of the Weak Law of Large Numbers. Prove the Weak Law. Be aware of how this result justifies averaging the results over repeated experiments,"Markov and Chebyshev inequalities,expectation and variance,independent random variables"
weight decay in neural networks,Machine Learning,https://metacademy.org/graphs/concepts/weight_decay_neural_networks,"When training neural networks, it is common to use ""weight decay,"" where after each update, the weights are multiplied by a factor slightly less than 1. This prevents the weights from growing too large, and can be seen as gradient descent on a quadratic regularization term.",,"backpropagation,ridge regression"
well orderings,Set Theory,https://metacademy.org/graphs/concepts/well_orderings,A total ordering R on a set S is a well ordering if every subset of S has a smallest element. Well orderings are important because one can use a generalization of mathematical induction known as transfinite induction. The canonical example is the ordinal numbers.,Know what it means for a relation to be a well ordering. Know the transfinite induction principle and why it is justified. Be able to define functions using transfinite recursion,"order relations,set operations,natural numbers as sets"
Wishart distribution,Probability Theory,https://metacademy.org/graphs/concepts/wishart_distribution,The Wishart distribution is a distribution over positive semidefinite matrices. It is most often used as the conjugate prior for the precision matrix of a multivariate Gaussian.,Know the PDF of the Wishart distribution (don't bother with the normalizing constant),"expectation and variance,matrix inverse,gamma distribution,determinant,positive definite matrices"
Zermelo-Frankl axioms,"Logic,Set Theory",https://metacademy.org/graphs/concepts/zermelo_frankl_axioms,"The Zermelo-Frankl axioms are the standard formalization of set theory in mathematics. They include the Axiom of Extensionality (two sets are equal if they have the same elements), various comprehension axioms (which enable one to construct sets), and the Axiom of Regularity (which rules out certain pathological sets). Most of mathematics can be derived from these axioms.","Know the Axiom of Extensionality. Know the various comprehension axioms (e.g. pairing, union, power set, subset, replacement, infinity; specific presentations will differ). Know the Axiom of Foundation (or Axiom of Regularity) and what pathological sets it is meant to rule out. Be able to derive simple consequences of the axioms. What is the difference between a set and a class?","set operations,Russells Paradox,first-order logic,natural numbers as sets"
Zorn's Lemma,Set Theory,https://metacademy.org/graphs/concepts/zorns_lemma,"Zorn's Lemma states that if every chain in a partially ordered set S has an upper bound, then S has a maximal element. Zorn's Lemma is equivalent to the Axiom of Choice.","Know the statement of Zorn's Lemma. Be aware that it is equivalent to the Axiom of Choice. Prove Zorn's Lemma, assuming the Axiom of Choice. Prove the Axiom of Choice using Zorn's Lemma. Use Zorn's Lemma to show that every vector space has a basis","functions and relations as sets,Axiom of Choice,bases,order relations"
C generics,Programming,https://metacademy.org/graphs/concepts/c_generics,"The C programming language does not provide templates, which are commonly used for generic container data types in other statically typed languages. However, it is possible to implement generic containers through a clever use of pointers.","Understand why C generics can be advantageous compared with C++ templates: they don't create redundant copies of the code for different element types. Understand what the void* type is, and how to manipulate it. Understand the conventions for implementing functions (e.g. linear search) which operate on generic data. Know how the user can specify a comparator function using function pointers; what interface is typically required for such a function?. Know how memcpy and memmove can be used to move elements around; be able to determine which parts of a data structure are or are not copied using this method. As the user of a generic data structure, be able to reason about where memory does/should get allocated and freed. Be able to implement a generic container class in C","dynamic memory allocation in C,C strings,C pointers,machine representations of integers and characters,function pointers in C,C struct representation,multi-dimensional arrays in C"
C pointers,Programming,https://metacademy.org/graphs/concepts/c_pointers,"Pointers are a data type in C which refer to a location in memory. They are used to build most of the fundamental data structures in C. Pointers are worth understanding even if you're programming in a language other than C, because it gives a language for talking about memory. This is important if you want to understand what's going on beneath the hood in higher level languages.","Know what information is contained in a pointer. Know what the \u0026 and * operators do. Understand what is meant by pointer arithmetic; i.e., be able to determine what memory address a pointer arithmetic expression evaluates to. Understand how arrays in C are represented using pointers. Understand the distinction between passing by reference and passing by value. Know the pitfalls of uninitialized pointers. Know what a segmentation fault refers to",
C strings,Programming,https://metacademy.org/graphs/concepts/c_strings,"In C, strings are represented as arrays of characters, terminated by a special null character. The C standard library provides several functions for manipulating strings. Unfortunately, one needs to be very careful when using these to avoid buffer overflow bugs.","Understand how strings are represented in memory in C. Be familiar with several string processing functions in the C standard library and understand how they are implemented: strcat, strcmp, and strlen, and strcpy.. Understand why naive use of these functions can lead to buffer overflow bugs, and know of strategies for getting around this",C pointers
C struct representation,Programming,https://metacademy.org/graphs/concepts/c_struct_representation,The layout of C structs in memory is defined by the language standard. Understanding this representation can be useful for conserving memory.,Know the rules for how C structs are laid out in memory. Understand why the size of a struct may depend on the order in which the fields are declared,"C pointers,machine representations of integers and characters"
call stack,Programming,https://metacademy.org/graphs/concepts/call_stack,"All modern programming language support procedure calls, and the call stack is the data structure which contains the necessary information for this to happen. It is an important concept in C programming, since local variables are allocated on the stack (rather than the heap).","Know what the stack is. In particular, know what information is maintained in each stack frame.. Know how the stack is modified when a procedure is called, and when the procedure returns. Understand the implications for C memory management: e.g., why arrays declared locally need to be fixed size, why arrays shouldn't be allocated locally if they're needed after the procedure exits","stack,C pointers"
cardinality,Set Theory,https://metacademy.org/graphs/concepts/cardinality,"Cardinality is a way of measuring the size of a set. Two sets have the same cardinality if they are equinumerous, i.e. if there is a bijective mapping between them. A has a larger cardinality than B if there is an injective mapping from B to A. Cardinality gives a precise way to talk about different sizes of infinity.","Define the relations of equinumerosity and dominance, and show that these are equivalence and order relations, respectively. Prove the Schroeder-Bernstein Theorem: that if two sets each dominate each other, then they are equinumerous.. Show that no set is equinumerous with its power set.. Be able to manipulate cardinal numbers algebraically. Be aware of the Continuum Hypothesis","countable sets,equivalence relations,order relations,set operations,natural numbers as sets"
Central Limit Theorem,"Frequentist Statistics,Probability Theory",https://metacademy.org/graphs/concepts/central_limit_theorem,"The Central Limit Theorem states that the sum of a large number of independent, identically distributed random variables is approximately Gaussian. It can be used to approximate the probability that a sum of independent random variables lies within some range, even if the distributions are otherwise hard to work with. This theorem is one of the reasons that Gaussian distributions are so ubiquitous in statistics and probabilistic modeling.",Know the statement of the central limit theorem. Be able to use it to estimate the distribution of a sum of i.i.d. random variables. Prove the theorem,"Gaussian distribution,independent random variables,expectation and variance,moment generating functions"
Chain Rule,Multivariate Calculus,https://metacademy.org/graphs/concepts/chain_rule,The chain rule for partial derivatives gives a way of computing the partial derivatives of compositions of functions in terms of the partial derivatives of the individual functions.,Know the statement of the chain rule (in matrix form). Be able to use it to compute partial derivatives. Understand the justification in terms of linear approximations of functions,"partial derivatives,linear approximation,matrix multiplication"
change of basis,Linear Algebra,https://metacademy.org/graphs/concepts/change_of_basis,Sometimes it's convenient to perform computations in a basis other than the standard one. Change of basis matrices can be used to convert vectors and matrices from one basis to another.,Understand what it means to represent a linear transformation in a basis other than the standard one. Be able to convert matrices and vectors between bases algebraically,"bases,linear transformations as matrices,matrix multiplication,matrix inverse,vector spaces"
Chernoff bounds,Frequentist Statistics,https://metacademy.org/graphs/concepts/chernoff_bounds,"The Chernoff bounds are a way of bounding the probability that a sum of independent random variables takes on extreme values. Compared with Chebyshev's inequality, it requires a stronger assumption (independence), but is a far tighter bound. They are commonly used to analyze randomized algorithms and PAC-learning methods.",Give the general statement of Chernoff bounds in terms of moment generating functions. Derive the bound using Markov's inequality. Be able to use it to bound probabilities of extreme values. When would you use the Chernoff bound vs. the Chebyshev bound?,"independent random variables,moment generating functions,Markov and Chebyshev inequalities"
Chinese restaurant franchise,"Bayesian Statistics,Machine Learning",https://metacademy.org/graphs/concepts/chinese_restaurant_franchise,"The Chinese Restaurant Franchise (CRF) is the predictive process for a hierarchical partitioning (clustering) of grouped data -- it is a generalization of the Chinese Restaurant Process. The CRF can be used to specify a nonparametric distribution on a mixture of mixtures: each grouping of data is a draw from a mixture model, where the mixture components are shared among different groups.",,"latent Dirichlet allocation,CRP clustering"
Chinese restaurant process,"Bayesian Statistics,Machine Learning,Probability Theory",https://metacademy.org/graphs/concepts/chinese_restaurant_process,"The Chinese Restaurant Process (CRP) is a predictive rule that descripes a probability distribution on an unbounded partition (clustering). The CRP is as follows: imagine a chinese restaurant with a countably infinite number of tables, the first customer (datum) walks into a restaurant and sits at a table (cluster), the second customer walks into the restaurant and sits at the first customers table with probability 1/2 and chooses a new table with probability 1/2, the nth customer chooses a previous table with probability proportional to the number of customers at that table and chooses his own table with the remaining probability. Defining the probability from this predictive rule yields a probability distribution on an unbounded clustering.",,"Dirichlet distribution,multinomial distribution,gamma function"
Chow-Liu trees,Machine Learning,https://metacademy.org/graphs/concepts/chow_liu_trees,"While the problem of learning Bayes net structures is intractable in general, there is a polynomial time algorithm for learning the optimal tree-structured graph under various scoring criteria. In particular, it can be formulated as a maximum weight spanning tree problem. The maximum likelihood trees are known as Chow-Liu trees, after their original inventors.","Be able to formulate the problem of learning tree-structured graphical models as a maximum spanning tree problem.\nWhat assumptions does this require on the scoring function?. The algorithm only applies to trees (where a node has at most one parent) rather than polytrees (where a node can have multiple parents). Why does it fail for polytrees?. Why is the maximum likelihood score an acceptable scoring criterion for tree-based networks, unlike for general Bayes nets?. Show that the problem can be equivalently viewed as learning the structure of a tree-structured MRF.","Bayes net structure learning,Markov random fields"
Church-Turing thesis,"Logic,Theory of Computation",https://metacademy.org/graphs/concepts/church_turing_thesis,"The Church-Turing thesis is the hypothesis that any function which can be computed (by any deterministic procedure) can be computed by a Turing machine. Equivalently, it holds that a function is recursive if and only if it is computable. While this thesis is not a precise mathematical statement, and therefore cannot be proved, it is almost universally held to be true.",Know the statement of the Church-Turing thesis. Know why it is not a precise mathematical statement. Show that Turing machines and lambda calculus are equivalent. Show that a function is recursive iff it is computable (by some Turing-complete formalism),"Turing machines,decidability,recursive functions"
